Field,Journal Title,AJG 2024,AJG 2021,Citescore rank,SNIP rank,SJR rank,JIF rank,SDG content (2017-21),International co-authorship (2017-21),Academic-non-academic collaborations (2017-21),Citations policy docs (2017-21),ISSN,Publisher,JCR_2021_JIF,JCR_2021_JCI,JCR_2021_JIF_Quartile,JCR_2021_Total_Citations,Eigenfactor,Article_Influence_Score,JCR_Category,JCR_2023_JIF,JCR_2023_JCI,JCR_2023_JIF_Quartile,JCR_2023_Total_Citations,JCR_2023_Eigenfactor,JCR_2023_AIS,JCR_2023_Category
ECON,Economic Journal,4,4,28,25,22,35,48%,62%,36%,8.510,14680297,Wiley-Blackwell,3.721,1.31,Q2,17209,0.023,4.577,ECONOMICS - SSCI,3.8,1.08,Q1,16204,0.019,3.913,ECONOMICS
ECON,International Economic Review,4,4,111,57,39,96,40%,68%,37%,3.047,14682354,Wiley-Blackwell,1.418,0.58,Q3,6064,0.006,2.086,ECONOMICS - SSCI,1.5,0.42,Q2,5407,0.006,2.088,ECONOMICS
ECON,Journal of Business and Economic Statistics,4,4,42,26,28,38,17%,67%,25%,5.537,15372707,Taylor & Francis,5.309,1.75,Q1,8785,0.014,4.63,ECONOMICS - SSCI,2.9,0.76,Q1,8717,0.017,4.256,ECONOMICS
ECON,Journal of Econometrics,4,4,67,36,26,58,11%,66%,27%,3.515,18726895,Elsevier,3.363,1.02,Q2,27207,0.019,2.885,ECONOMICS - SSCI,9.9,2.42,Q1,29137,0.035,5.908,ECONOMICS
ECON,Journal of Economic Literature,4,4,4,3,9,3,41%,40%,34%,20.637,23288175,American Economic Association,12.905,3.59,Q1,12789,0.014,11.317,ECONOMICS - SSCI,11.5,3.71,Q1,12176,0.014,13.596,ECONOMICS
ECON,Journal of Economic Perspectives,4,4,2,2,12,2,25%,41%,45%,29.232,19447965,American Economic Association,9.944,3.34,Q1,19658,0.025,11.845,ECONOMICS - SSCI,6.9,2.42,Q1,19076,0.02,11.137,ECONOMICS
ECON,Journal of Economic Theory,4,4,134,82,37,137,15%,62%,26%,0.824,10957235,Elsevier,1.79,0.61,Q3,9497,0.014,2.545,ECONOMICS - SSCI,1.4,0.45,Q3,8450,0.013,2.402,ECONOMICS
ECON,Journal of International Economics,4,4,46,27,29,39,60%,65%,49%,11.065,18730353,Elsevier,3.712,1.29,Q2,10795,0.015,3.375,ECONOMICS - SSCI,3.8,1.12,Q1,10831,0.014,3.828,ECONOMICS
ECON,Journal of Labor Economics,4,4,21,17,8,18,65%,46%,50%,17.279,15375307,University of Chicago Press,4.179,1.85,Q1,6199,0.014,7.583,ECONOMICS - SSCI,3.9,1.56,Q1,6045,0.01,6.208,ECONOMICS
ECON,Journal of Monetary Economics,4,4,45,29,18,36,60%,55%,49%,11.237,18731295,Elsevier,4.63,1.59,Q1,11659,0.017,5.278,"BUSINESS, FINANCE - SSCI",4.3,1.32,Q1,11211,0.019,5.5,"BUSINESS, FINANCE"
ECON,Journal of the American Statistical Association,4,4,34,22,24,30,18%,40%,23%,0.866,1537274X,Taylor & Francis,4.369,1.83,Q1,50865,0.034,4.367,STATISTICS & PROBABILITY - SCIE,,,,,,,
ECON,Journal of the European Economic Association,4,4,33,19,14,25,58%,64%,33%,13.060,15424774,Wiley-Blackwell,4.301,1.56,Q1,6428,0.014,5.805,ECONOMICS - SSCI,3.9,1.18,Q1,6337,0.016,5.224,ECONOMICS
ECON,Journal of the Royal Statistical Society. Series B: Statistical,4,4,20,14,16,20,9%,45%,23%,0.305,,,,,,,,,,,,,,,,
ECON,Quantitative Economics,4,4,109,73,25,111,34%,53%,43%,3.831,17597331,Wiley-Blackwell,2.19,0.87,Q2,816,0.006,3.519,ECONOMICS - SSCI,1.9,0.82,Q2,1078,0.007,4.032,ECONOMICS
ECON,RAND Journal of Economics,4,4,103,51,33,82,14%,57%,29%,2.621,17562171,Wiley-Blackwell,2.25,0.77,Q2,6644,0.007,3.536,ECONOMICS - SSCI,2.8,0.83,Q1,5863,0.005,3.667,ECONOMICS
ECON,Review of Economics and Statistics,4,4,16,11,11,15,53%,48%,40%,15.376,15309142,MIT Press,6.481,2.17,Q1,22239,0.026,8.066,ECONOMICS - SSCI,7.6,2.57,Q1,20748,0.025,8.775,ECONOMICS
ECON,Theoretical Economics,4,4,104,38,21,104,9%,62%,17%,0.636,15557561,Wiley-Blackwell,1.671,0.54,Q3,957,0.006,3.121,ECONOMICS - SSCI,1.2,0.48,Q3,966,0.005,2.565,ECONOMICS
ECON,American Economic Journal: Economic Policy,3,3,11,15,10,16,56%,40%,45%,14.853,1945774X,American Economic Association,6.067,2.18,Q1,4261,0.021,9.07,ECONOMICS - SSCI,,,,,,,
ECON,American Economic Journal: Microeconomics,3,3,75,44,23,93,15%,56%,25%,2.462,19457685,American Economic Association,2.458,0.78,Q2,1642,0.007,3.858,ECONOMICS - SSCI,,,,,,,
ECON,American Economic Review: Insights,3,3,19,,,,,,,,26402068,American Economic Association,5.429,1.91,Q1,365,0.004,7.717,ECONOMICS - SSCI,,,,,,,
ECON,American Journal of Agricultural Economics,3,3,37,45,55,44,70%,17%,23%,3.316,14678276,Wiley-Blackwell,3.757,1.58,Q2,10242,0.006,1.498,AGRICULTURAL ECONOMICS & POLICY - SCIE,4.2,1.38,Q1,8884,0.006,1.575,ECONOMICS
ECON,Annual Review of Economics,3,3,25,16,13,14,44%,46%,44%,13.828,19411391,Annual Reviews Inc.,5.97,1.83,Q1,3040,0.012,9.767,ECONOMICS - SSCI,6.8,2.13,Q1,3825,0.012,9.64,ECONOMICS
ECON,Brookings Papers on Economic Activity,3,3,8,8,17,8,82%,27%,30%,23.519,15334465,Brookings Institution Press,7.914,2.12,Q1,4269,0.008,10.634,ECONOMICS - SSCI,2.7,1.27,Q1,3744,0.006,7.498,ECONOMICS
ECON,Cambridge Journal of Economics,3,3,70,54,106,87,47%,37%,13%,1.246,14643545,Oxford University Press,2.273,0.87,Q2,3849,0.004,1.036,ECONOMICS - SSCI,2,0.74,Q2,4091,0.003,1.024,ECONOMICS
ECON,Canadian Journal of Economics,3,3,228,232,126,184,55%,48%,27%,1.800,15405982,Wiley-Blackwell,1.301,0.44,Q3,2394,0.002,0.903,ECONOMICS - SSCI,,,,,,,
ECON,Computational Statistics and Data Analysis,3,3,108,93,99,132,11%,43%,20%,0.048,18727352,Elsevier,2.035,0.67,Q4,11584,0.009,1.053,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",,,,,,,
ECON,Ecological Economics,3,3,13,52,59,17,84%,45%,38%,2.052,18736106,Elsevier,6.536,1.58,Q1,36099,0.02,1.454,ECOLOGY - SCIE,6.6,1.59,Q1,33848,0.021,1.585,ECONOMICS
ECON,Econometric Reviews,3,3,128,89,80,140,8%,62%,18%,0.558,15324168,Taylor & Francis,1.605,0.6,Q3,2544,0.003,1.045,ECONOMICS - SSCI,0.8,0.51,Q3,2707,0.003,1.427,ECONOMICS
ECON,Econometrics Journal,3,3,72,48,38,85,16%,56%,21%,2.638,1368423X,Wiley-Blackwell,3.071,1.39,Q2,1747,0.004,4.377,ECONOMICS - SSCI,3,1.12,Q1,2043,0.006,4.824,ECONOMICS
ECON,Economic Development and Cultural Change,3,3,122,106,57,90,76%,53%,43%,4.178,15392988,University of Chicago Press,1.507,0.95,Q2,3165,0.002,1.467,AREA STUDIES - SSCI,2,1.17,Q2,2983,0.002,1.115,ECONOMICS
ECON,Economic Inquiry,3,3,146,150,110,139,46%,47%,25%,1.977,14657295,Wiley-Blackwell,1.71,0.61,Q3,4340,0.006,1.155,ECONOMICS - SSCI,1.7,0.55,Q2,3860,0.005,1.142,ECONOMICS
ECON,Economic Policy,3,3,14,18,31,24,74%,70%,58%,19.038,14680327,Oxford University Press,3.844,1.12,Q1,2064,0.004,5.223,ECONOMICS - SSCI,4.5,1.36,Q1,1974,0.003,3.331,ECONOMICS
ECON,Economic Theory,3,3,164,119,60,175,21%,60%,20%,0.331,14320479,Springer Nature,1.423,0.56,Q3,2770,0.004,0.894,ECONOMICS - SSCI,1.2,0.43,Q3,2317,0.003,0.847,ECONOMICS
ECON,Economica,3,3,116,75,53,107,56%,50%,34%,4.948,14680335,Wiley-Blackwell,1.53,0.63,Q3,2988,0.004,2.064,ECONOMICS - SSCI,1.6,0.44,Q2,2897,0.002,1.461,ECONOMICS
ECON,Economics Letters,3,3,160,209,139,151,31%,46%,21%,1.170,18737374,Elsevier,1.469,0.69,Q3,14959,0.014,0.704,ECONOMICS - SSCI,2.1,0.63,Q2,14587,0.012,0.712,ECONOMICS
ECON,Energy Economics,3,3,10,43,49,13,69%,48%,26%,1.106,18736181,Elsevier,9.252,3.05,Q1,33475,0.027,1.623,ECONOMICS - SSCI,13.6,4.32,Q1,45941,0.039,2.112,ECONOMICS
ECON,Environmental and Resource Economics,3,3,57,123,89,65,78%,45%,35%,2.426,15731502,Springer Nature,4.955,1.21,Q1,7043,0.007,1.161,ECONOMICS - SSCI,3.2,1.23,Q1,6162,0.005,1.039,ECONOMICS
ECON,European Economic Review,3,3,88,70,51,75,58%,65%,42%,4.837,1873572X,Elsevier,2.445,0.9,Q2,9889,0.014,1.951,ECONOMICS - SSCI,2.8,0.85,Q1,10235,0.013,1.909,ECONOMICS
ECON,European Review of Agricultural Economics,3,3,49,66,90,52,58%,46%,38%,2.131,14643618,Oxford University Press,4.448,1.42,Q1,2366,0.002,1.096,AGRICULTURAL ECONOMICS & POLICY - SCIE,3.3,1.17,Q1,2141,0.002,1.135,ECONOMICS
ECON,Experimental Economics,3,3,63,69,50,73,13%,63%,26%,1.718,15736938,Springer Nature,2.387,0.85,Q2,3064,0.005,2.071,ECONOMICS - SSCI,1.7,0.63,Q2,2534,0.004,1.996,ECONOMICS
ECON,Games and Economic Behavior,3,3,178,138,54,161,7%,60%,21%,0.492,10902473,Elsevier,1.265,0.47,Q4,6119,0.01,1.409,ECONOMICS - SSCI,1,0.34,Q3,5260,0.008,1.242,ECONOMICS
ECON,Health Economics (United Kingdom),3,3,53,87,74,62,55%,43%,33%,2.021,10991050,Wiley-Blackwell,2.395,0.91,Q2,8023,0.009,1.357,ECONOMICS - SSCI,,,,,,,
ECON,IMF Economic Review,3,3,79,42,41,55,68%,54%,57%,15.189,2041417X,Springer Nature,2.489,0.9,Q3,1122,0.003,2.541,"BUSINESS, FINANCE - SSCI",3.3,0.99,Q1,1350,0.004,3.308,"BUSINESS, FINANCE"
ECON,International Journal of Industrial Organization,3,3,157,121,100,150,23%,58%,35%,1.179,18737986,Elsevier,1.739,0.62,Q3,3458,0.003,1.073,ECONOMICS - SSCI,1.7,0.46,Q2,3302,0.003,1.208,ECONOMICS
ECON,International Statistical Review,3,3,71,47,82,64,13%,46%,30%,0.428,17515823,Wiley-Blackwell,1.946,0.91,Q2,2735,0.003,1.786,STATISTICS & PROBABILITY - SCIE,,,,,,,
ECON,Journal of Agricultural Economics,3,3,44,61,95,47,68%,40%,22%,2.477,14779552,Wiley-Blackwell,4.163,1.44,Q2,3130,0.002,0.964,AGRICULTURAL ECONOMICS & POLICY - SCIE,3.4,1.13,Q1,2849,0.002,0.989,ECONOMICS
ECON,Journal of Applied Econometrics,3,3,54,40,40,51,33%,63%,37%,3.902,10991255,Wiley-Blackwell,2.46,0.95,Q2,8525,0.009,2.666,ECONOMICS - SSCI,2.3,0.73,Q2,8326,0.006,2.271,ECONOMICS
ECON,Journal of Comparative Economics,3,3,75,64,91,67,74%,66%,35%,2.394,10957227,Elsevier,2.429,0.91,Q2,4212,0.004,1.53,ECONOMICS - SSCI,2.8,0.95,Q1,4413,0.004,1.481,ECONOMICS
ECON,Journal of Computational and Graphical Statistics,3,3,66,62,45,66,9%,34%,19%,0.151,15372715,Taylor & Francis,1.884,0.89,Q2,6293,0.009,2.289,STATISTICS & PROBABILITY - SCIE,,,,,,,
ECON,Journal of Development Economics,3,3,41,30,35,33,88%,64%,44%,8.176,18726089,Elsevier,4.277,1.56,Q1,13173,0.016,3.386,ECONOMICS - SSCI,5.1,1.51,Q1,14463,0.016,3.059,ECONOMICS
ECON,Journal of Economic Behavior and Organization,3,3,137,120,77,88,38%,56%,29%,1.608,18791751,Elsevier,2.0,0.67,Q3,12958,0.017,1.274,ECONOMICS - SSCI,2.3,0.7,Q2,13107,0.017,1.089,ECONOMICS
ECON,Journal of Economic Dynamics and Control,3,3,124,112,79,122,48%,60%,32%,1.937,18791743,Elsevier,1.62,0.6,Q3,6381,0.007,1.312,ECONOMICS - SSCI,1.9,0.66,Q2,5647,0.007,1.206,ECONOMICS
ECON,Journal of Economic Growth,3,3,14,7,20,7,75%,69%,39%,5.754,15737020,Springer Nature,3.917,1.75,Q1,3498,0.003,5.1,ECONOMICS - SSCI,2.3,0.71,Q2,3298,0.001,2.328,ECONOMICS
ECON,Journal of Environmental Economics and Management,3,3,26,35,44,23,75%,51%,33%,5.191,10960449,Elsevier,5.84,1.39,Q2,9885,0.011,2.88,BUSINESS - SSCI,5.5,1.26,Q1,10646,0.011,2.757,ECONOMICS
ECON,Journal of Health Economics,3,3,35,39,43,31,59%,48%,44%,4.633,18791646,Elsevier,3.804,1.37,Q1,9366,0.013,3.292,ECONOMICS - SSCI,3.4,1.29,Q1,8079,0.009,2.42,ECONOMICS
ECON,Journal of Human Capital,3,3,180,102,83,138,70%,41%,33%,6.854,19328664,University of Chicago Press,1.324,0.43,Q3,444,0.001,1.043,ECONOMICS - SSCI,1.6,0.36,Q2,505,0.001,0.913,ECONOMICS
ECON,Journal of Human Resources,3,3,17,13,15,12,65%,34%,31%,12.518,15488004,University of Wisconsin Press,5.784,1.88,Q1,6746,0.01,6.035,ECONOMICS - SSCI,5.3,2.17,Q1,6304,0.009,5.207,ECONOMICS
ECON,Journal of Industrial Economics,3,3,201,160,104,156,21%,45%,30%,1.048,14676451,Wiley-Blackwell,1.054,0.34,Q4,2578,0.002,1.385,"BUSINESS, FINANCE - SSCI",1.7,0.37,Q3,2223,0.001,1.119,"BUSINESS, FINANCE"
ECON,Journal of Institutional Economics,3,3,99,100,134,110,39%,47%,13%,0.609,17441382,Cambridge University Press,2.029,0.87,Q3,1207,0.002,0.842,ECONOMICS - SSCI,2.4,0.88,Q2,1430,0.002,0.839,ECONOMICS
ECON,Journal of Law and Economics,3,3,155,85,67,95,38%,42%,13%,2.619,15375285,University of Chicago Press,1.84,1.2,Q3,5580,0.003,2.407,ECONOMICS - SSCI,2.2,1.24,Q2,4983,0.003,2.087,ECONOMICS
ECON,"Journal of Law, Economics, and Organization",3,3,138,83,70,120,36%,47%,22%,2.295,14657341,Oxford University Press,1.324,1.11,Q3,2704,0.002,1.865,ECONOMICS - SSCI,,,,,,,
ECON,Journal of Legal Studies,3,3,195,173,135,127,31%,25%,8%,0.450,15375366,University of Chicago Press,1.577,1.2,Q2,1896,0.001,1.582,LAW - SSCI,,,,,,,
ECON,Journal of Mathematical Economics,3,3,267,220,128,234,14%,58%,25%,0.102,18731538,Elsevier,0.747,0.27,Q4,1737,0.002,0.56,ECONOMICS - SSCI,1,0.37,Q3,1623,0.002,0.628,ECONOMICS
ECON,Journal of Multivariate Analysis,3,3,155,140,85,164,4%,46%,20%,0.036,,,,,,,,,,,,,,,,
ECON,Journal of Population Economics,3,3,65,56,63,68,74%,61%,38%,4.980,14321475,Springer Nature,4.7,1.73,Q1,3097,0.004,1.789,DEMOGRAPHY - SSCI,3.3,1.79,Q1,3177,0.004,1.826,ECONOMICS
ECON,Journal of Public Economics,3,3,48,31,27,42,62%,54%,50%,10.533,00472727,Elsevier,8.262,2.19,Q1,16171,0.028,5.155,ECONOMICS - SSCI,4.9,2.32,Q1,15833,0.025,4.482,ECONOMICS
ECON,Journal of Risk and Uncertainty,3,3,95,80,56,80,31%,59%,34%,1.948,15730476,Springer Nature,3.977,1.13,Q2,3482,0.002,1.819,"BUSINESS, FINANCE - SSCI",1.3,0.89,Q3,2893,0.002,1.588,"BUSINESS, FINANCE"
ECON,Journal of the Association of Environmental and Resource,3,3,22,34,30,21,77%,32%,32%,6.935,,,,,,,,,,,,,,,,
ECON,Journal of the Royal Statistical Society. Series A: Statistics in Society,3,3,60,50,72,70,28%,42%,28%,0.997,1467985X,Wiley-Blackwell,2.175,0.86,Q2,4316,0.004,1.573,"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI",,,,,,,
ECON,Journal of the Royal Statistical Society. Series C: Applied Statistics,3,3,107,127,86,119,31%,36%,29%,0.154,14679876,Wiley-Blackwell,1.68,0.77,Q2,5314,0.003,1.098,STATISTICS & PROBABILITY - SCIE,,,,,,,
ECON,Journal of Time Series Analysis,3,3,208,113,93,167,3%,57%,17%,0.244,14679892,Wiley-Blackwell,1.208,0.43,Q4,2521,0.002,0.962,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE",,,,,,,
ECON,Journal of Urban Economics,3,3,39,32,42,37,73%,48%,43%,7.017,10959068,Elsevier,5.456,1.41,Q1,7322,0.008,3.43,ECONOMICS - SSCI,5.7,2.3,Q1,6743,0.007,3.344,ECONOMICS
ECON,Labour Economics,3,3,143,105,71,109,79%,51%,41%,6.929,18791034,Elsevier,1.893,0.65,Q3,4014,0.007,1.545,ECONOMICS - SSCI,2.2,0.7,Q2,4303,0.007,1.558,ECONOMICS
ECON,Land Economics,3,3,85,131,115,81,59%,35%,37%,0.899,15438325,University of Wisconsin Press,2.03,0.57,Q3,3808,0.001,0.838,ECONOMICS - SSCI,1.3,0.44,Q3,2941,0.001,0.721,ECONOMICS
ECON,Oxford Bulletin of Economics and Statistics,3,3,140,84,88,117,45%,52%,31%,4.543,14680084,Wiley-Blackwell,2.518,0.78,Q2,4905,0.003,1.194,ECONOMICS - SSCI,1.5,0.68,Q2,5181,0.003,1.387,ECONOMICS
ECON,Oxford Economic Papers,3,3,172,154,143,153,61%,55%,33%,2.661,14643812,Oxford University Press,1.152,0.42,Q4,3184,0.002,0.732,ECONOMICS - SSCI,,,,,,,
ECON,Public Choice,3,3,163,130,129,144,35%,35%,21%,1.489,15737101,Springer Nature,1.78,0.8,Q3,5608,0.004,0.939,ECONOMICS - SSCI,1.6,0.85,Q2,4791,0.003,0.705,ECONOMICS
ECON,Real Estate Economics,3,3,115,49,68,100,40%,37%,15%,1.089,15406229,Wiley-Blackwell,3.154,1.03,Q2,2064,0.002,1.366,"BUSINESS, FINANCE - SSCI",2,0.73,Q2,1487,0.002,1.042,"BUSINESS, FINANCE"
ECON,Review of Economic Dynamics,3,3,99,71,32,98,69%,61%,35%,5.289,10966099,Elsevier,1.712,0.68,Q3,2500,0.006,2.336,ECONOMICS - SSCI,2.3,0.82,Q2,2724,0.007,2.796,ECONOMICS
ECON,Review of Income and Wealth,3,3,111,74,103,123,76%,44%,35%,5.675,14754991,Wiley-Blackwell,1.902,0.74,Q3,2143,0.003,1.05,ECONOMICS - SSCI,1.9,0.57,Q2,2184,0.003,1.191,ECONOMICS
ECON,Scandinavian Journal of Economics,3,3,127,125,73,133,62%,50%,27%,3.992,14679442,Wiley-Blackwell,1.109,0.51,Q4,2340,0.002,0.969,ECONOMICS - SSCI,1.3,0.44,Q3,2203,0.002,1.068,ECONOMICS
ECON,Scandinavian Journal of Statistics,3,3,185,139,78,171,9%,55%,28%,0.067,14679469,Wiley-Blackwell,1.04,0.46,Q4,4485,0.003,1.063,STATISTICS & PROBABILITY - SCIE,,,,,,,
ECON,Social Choice and Welfare,3,3,225,207,171,226,19%,64%,29%,0.366,1432217X,Springer Nature,0.874,0.31,Q4,1656,0.002,0.613,ECONOMICS - SSCI,0.5,0.24,Q4,1375,0.002,0.522,ECONOMICS
ECON,World Bank Economic Review,3,3,74,60,69,83,87%,56%,50%,8.274,1564698X,Oxford University Press,2.622,0.91,Q3,3251,0.003,1.715,"BUSINESS, FINANCE - SSCI",2.3,0.76,Q2,3044,0.003,1.512,"BUSINESS, FINANCE"
ECON,Advances in Econometrics,2,2,149,124,105,19%,44%,29%,1.164,,,,,,,,,,,,,,,,,
ECON,Agricultural Economics (United Kingdom),2,2,60,81,75,46,80%,46%,35%,2.522,15740862,Wiley-Blackwell,3.887,1.02,Q2,5526,0.003,0.995,AGRICULTURAL ECONOMICS & POLICY - SCIE,,,,,,,
ECON,American Journal of Health Economics,2,87,155,58,114,56%,17%,36%,3.611,,,,,,,,,,,3.1,1.13,Q1,366,0.002,2.096,ECONOMICS
ECON,American Law and Economics Review,2,2,209,159,130,180,28%,29%,20%,0.308,14657260,Oxford University Press,0.96,0.74,Q4,520,0.001,1.069,ECONOMICS - SSCI,1,0.78,Q3,425,0,0.622,ECONOMICS
ECON,Annals of Applied Statistics,2,2,68,128,62,84,35%,30%,31%,0.468,19417330,Institute of Mathematical Statistics,1.959,0.82,Q2,4931,0.009,1.883,STATISTICS & PROBABILITY - SCIE,,,,,,,
ECON,Annals of Economics and Finance,2,2,320,325,309,236,59%,38%,12%,0.009,15297373,Peking University Press,0.321,0.17,Q4,396,0.0,0.179,ECONOMICS - SSCI,0.2,0.11,Q4,392,0,0.092,ECONOMICS
ECON,Annals of Public and Cooperative Economics,2,2,129,177,198,130,61%,35%,17%,0.640,14678292,Wiley-Blackwell,1.679,0.61,Q3,920,0.001,0.404,ECONOMICS - SSCI,2.5,0.58,Q2,1096,0.001,0.45,ECONOMICS
ECON,Annual Review of Resource Economics,2,2,29,46,52,32,78%,52%,26%,5.897,19411359,Annual Reviews Inc.,6.617,2.08,Q1,1608,0.003,2.662,AGRICULTURAL ECONOMICS & POLICY - SCIE,4.2,1.59,Q1,1809,0.003,2.712,ECONOMICS
ECON,Applied Economic Perspectives and Policy,2,2,52,76,92,63,63%,13%,18%,2.223,20405804,Wiley-Blackwell,4.89,1.93,Q1,1936,0.003,1.083,AGRICULTURAL ECONOMICS & POLICY - SCIE,3.3,1.69,Q1,2503,0.004,1.239,ECONOMICS
ECON,Applied Economics,2,2,175,216,201,165,58%,42%,20%,0.575,14664283,Taylor & Francis,1.916,0.63,Q3,12069,0.009,0.435,ECONOMICS - SSCI,1.8,0.56,Q2,12563,0.009,0.47,ECONOMICS
ECON,Australian Journal of Agricultural and Resource Economics,2,2,89,170,148,105,72%,40%,27%,1.015,14678489,Wiley-Blackwell,3.11,0.98,Q3,1542,0.001,0.614,AGRICULTURAL ECONOMICS & POLICY - SCIE,2.6,0.93,Q1,1603,0.001,0.776,ECONOMICS
ECON,B.E. Journal of Economic Analysis and Policy,2,2,299,305,255,241,64%,35%,25%,0.612,19351682,Walter de Gruyter,0.905,0.24,Q4,1335,0.001,0.325,ECONOMICS - SSCI,,,,,,,
ECON,B.E. Journal of Macroeconomics,2,2,290,290,223,244,72%,49%,17%,0.735,19351690,Walter de Gruyter,0.233,0.14,Q4,403,0.0,0.226,ECONOMICS - SSCI,,,,,,,
ECON,B.E. Journal of Theoretical Economics,2,2,327,329,321,250,20%,40%,14%,0.072,19351704,Walter de Gruyter,0.288,0.11,Q4,254,0.0,0.216,ECONOMICS - SSCI,,,,,,,
ECON,Bulletin of Economic Research,2,2,297,300,293,242,45%,41%,18%,0.263,14678586,Wiley-Blackwell,0.888,0.26,Q4,558,0.001,0.256,ECONOMICS - SSCI,0.8,0.27,Q3,532,0,0.183,ECONOMICS
ECON,Canadian Journal of Agricultural Economics,2,2,72,133,120,99,61%,37%,22%,0.755,17447976,Wiley-Blackwell,11.353,3.18,Q1,1674,0.002,1.015,AGRICULTURAL ECONOMICS & POLICY - SCIE,,,,,,,
ECON,CESifo Economic Studies,2,2,188,250,193,183,68%,44%,38%,4.202,16127501,Oxford University Press,1.231,0.36,Q4,523,0.001,0.692,ECONOMICS - SSCI,0.8,0.35,Q3,476,0,0.466,ECONOMICS
ECON,China Economic Review,2,2,50,58,101,43,90%,50%,21%,0.914,18737781,Elsevier,4.744,1.73,Q1,6328,0.006,1.156,ECONOMICS - SSCI,5.2,1.87,Q1,7928,0.007,1.277,ECONOMICS
ECON,Computational Statistics,2,2,218,218,177,187,10%,35%,18%,0.046,16139658,Springer Nature,1.405,0.6,Q3,1773,0.002,0.528,STATISTICS & PROBABILITY - SCIE,,,,,,,
ECON,Contemporary Economic Policy,2,2,164,197,180,181,63%,27%,20%,1.379,14657287,Wiley-Blackwell,1.212,0.43,Q4,1276,0.001,0.577,ECONOMICS - SSCI,1.7,0.59,Q2,1178,0.001,0.611,ECONOMICS
ECON,Contributions to Political Economy,2,2,309,88,258,18%,20%,0%,0.000,,,,,,,,,,,,,,,,,
ECON,Defence and Peace Economics,2,2,141,142,178,147,56%,36%,21%,1.173,14768267,Taylor & Francis,2.027,0.68,Q3,1340,0.001,0.489,ECONOMICS - SSCI,1.6,0.51,Q2,1437,0.001,0.489,ECONOMICS
ECON,Econ Journal Watch,2,2,288,294,280,246,43%,21%,15%,0.000,1933527X,Institute of Spontaneous Order Economics,0.72,0.09,Q4,191,0.0,0.236,ECONOMICS - SSCI,0.3,0.17,Q4,149,0,0.229,ECONOMICS
ECON,Economic Modelling,2,2,56,77,112,72,67%,45%,24%,1.323,18736122,Elsevier,3.875,1.28,Q1,13142,0.01,0.736,ECONOMICS - SSCI,4.2,1.43,Q1,14933,0.01,0.778,ECONOMICS
ECON,Economic Record,2,2,267,253,262,188,52%,41%,20%,1.418,14754932,Wiley-Blackwell,1.034,0.37,Q4,1338,0.001,0.378,ECONOMICS - SSCI,1.1,0.34,Q3,1117,0,0.448,ECONOMICS
ECON,Economic Systems,2,2,102,110,158,89,78%,53%,31%,0.627,18785433,Elsevier,2.31,0.94,Q2,1544,0.001,0.645,ECONOMICS - SSCI,2.8,0.93,Q1,1807,0.001,0.599,ECONOMICS
ECON,Economic Systems Research,2,2,43,103,96,40,67%,47%,36%,1.161,14695758,Taylor & Francis,2.081,0.71,Q2,1842,0.001,0.653,ECONOMICS - SSCI,1.8,0.6,Q2,1377,0.001,0.531,ECONOMICS
ECON,Economic Theory Bulletin,2,2,,,,,,,,,,,,,,,,,,0.4,0.11,Q4,72,0,0.376,ECONOMICS
ECON,Economics and Human Biology,2,2,69,111,84,74,72%,45%,27%,1.359,18736130,Elsevier,2.774,0.85,Q2,2311,0.003,0.857,ECONOMICS - SSCI,2.2,0.77,Q2,2237,0.003,0.943,ECONOMICS
ECON,Economics and Philosophy,2,2,201,97,145,154,22%,59%,8%,0.204,14740028,Cambridge University Press,1.615,0.56,Q3,767,0.001,1.045,ECONOMICS - SSCI,1.2,0.49,Q3,741,0.001,0.939,ECONOMICS
ECON,Economics and Politics,2,2,150,143,114,152,65%,45%,15%,1.591,14680343,Wiley-Blackwell,1.262,0.49,Q4,1087,0.001,1.335,ECONOMICS - SSCI,1.5,0.56,Q2,1007,0.001,0.899,ECONOMICS
ECON,Economics of Education Review,2,2,92,68,64,79,69%,36%,32%,5.083,18737382,Elsevier,2.083,1.06,Q2,5220,0.007,1.754,ECONOMICS - SSCI,1.8,0.81,Q2,4859,0.005,1.42,ECONOMICS
ECON,Economics of Innovation and New Technology,2,2,99,144,142,59,77%,40%,31%,1.667,14768364,Taylor & Francis,2.213,0.87,Q2,2153,0.002,0.668,ECONOMICS - SSCI,3.2,0.81,Q1,2203,0.002,0.684,ECONOMICS
ECON,Economics of Transition and Institutional Change,2,2,219,248,235,202,81%,49%,22%,0.590,,,,,,,,,,1,0.3,Q3,133,0,0.288,ECONOMICS
ECON,Empirical Economics,2,2,186,185,186,148,55%,47%,24%,1.198,14358921,Springer Nature,2.647,1.05,Q2,4736,0.005,0.563,ECONOMICS - SSCI,1.9,1.05,Q2,5536,0.006,0.647,ECONOMICS
ECON,Environment and Development Economics,2,2,119,211,140,112,93%,56%,35%,1.743,14694395,Cambridge University Press,2.383,0.66,Q2,2204,0.001,0.684,ECONOMICS - SSCI,2.2,0.59,Q2,1960,0.001,0.723,ECONOMICS
